,Inflight wifi service,Gate location,Online boarding,Inflight entertainment,On-board service,Leg room service,Checkin service,Cleanliness,Type of Travel Ordinal,Class Ordinal,satisfaction Ordinal
18464,3,2,4,3,3,3,1,1,1,1,0
18465,3,3,4,4,4,4,5,3,1,1,1
18466,1,4,4,1,1,1,3,3,0,1,0
18467,1,1,1,3,3,3,3,3,1,1,0
18469,3,3,2,2,4,5,3,2,1,1,1
18470,4,4,4,2,4,5,3,2,1,1,0
18471,2,2,5,5,5,5,3,2,1,1,1
18472,2,2,5,3,3,4,5,4,1,1,1
18473,1,1,5,1,1,1,4,4,0,1,0
18474,4,4,1,3,3,4,5,1,1,2,1
18475,4,2,4,2,3,2,4,2,0,0,0
18476,2,2,5,3,3,3,4,3,1,1,1
18478,3,4,3,5,5,5,4,5,0,0,0
18479,2,1,2,1,3,2,5,1,0,2,0
18480,4,4,4,5,5,5,4,3,1,1,1
18481,4,2,4,4,2,5,3,4,1,2,0
18482,5,5,5,5,5,5,4,4,1,1,1
18483,2,3,2,3,1,5,1,3,0,2,0
18484,1,1,5,5,5,4,4,5,1,1,1
18485,2,4,3,5,5,2,2,3,0,2,0
18486,4,4,4,5,5,5,4,4,1,1,1
18487,4,5,4,4,1,3,3,4,1,2,1
18489,1,2,1,3,4,5,4,3,0,2,0
18490,2,1,2,2,3,3,3,2,1,2,0
18491,4,5,3,4,4,3,4,3,1,1,0
18492,1,3,4,3,5,5,3,3,0,0,0
18493,2,2,2,4,4,4,4,5,1,1,1
18494,1,4,1,4,2,1,2,4,1,2,0
18495,1,5,3,1,1,1,3,3,1,1,0
18496,3,2,3,3,4,4,5,3,1,2,0
18497,5,5,4,5,5,5,3,4,1,1,1
18498,4,3,2,4,4,5,1,5,0,2,0
18499,3,3,5,5,5,5,4,4,1,1,1
18500,2,3,2,2,1,4,1,2,1,0,0
18501,3,2,3,1,1,5,4,1,1,0,0
18502,2,2,4,5,5,5,5,5,1,1,1
18503,2,2,4,5,5,5,5,4,1,1,1
18504,3,3,3,1,4,5,5,1,0,2,0
18505,2,1,2,2,5,4,5,2,1,1,0
18506,2,5,2,2,4,4,5,2,0,0,0
18507,1,1,5,5,2,3,5,5,1,1,1
18508,4,4,4,3,1,5,3,3,1,0,0
18509,3,3,4,5,5,5,4,5,1,1,1
18510,3,4,4,3,3,3,1,4,1,2,0
18511,4,4,5,5,5,5,4,5,1,1,1
18512,2,2,3,2,1,2,1,2,1,2,0
18513,4,5,4,1,3,5,3,1,1,1,1
18514,3,2,4,3,3,3,4,1,1,1,0
18515,4,4,5,4,4,4,5,3,1,1,1
18516,4,3,4,5,5,4,4,4,0,2,0
18517,1,3,1,4,4,1,1,5,0,2,0
18518,2,3,4,1,1,2,2,3,0,2,0
18519,2,2,4,4,4,4,4,4,1,1,1
18521,2,4,1,4,4,3,4,4,1,0,0
18524,1,1,1,2,3,5,3,2,1,1,0
18525,3,3,4,4,4,4,4,5,1,1,1
18526,1,1,1,5,4,1,3,5,0,0,0
18527,4,4,4,5,3,4,5,5,1,2,1
18529,3,3,3,3,3,3,3,2,1,1,0
18530,3,3,3,5,2,2,4,5,1,2,0
18531,2,4,2,1,4,4,3,1,0,2,0
18532,5,5,5,4,4,5,4,3,1,1,1
18533,1,1,1,2,3,5,4,2,0,1,0
18534,3,3,5,5,4,2,5,5,1,1,1
18535,5,5,5,5,5,5,3,4,1,1,1
18536,2,4,5,4,4,2,3,1,0,2,0
18538,1,1,1,5,5,5,5,4,1,1,1
18539,3,5,2,3,3,1,4,3,1,1,0
18540,4,2,2,4,4,3,2,4,1,1,0
18542,3,3,4,5,5,4,5,3,1,1,1
18543,5,5,4,4,4,4,5,4,1,1,1
18544,4,4,4,4,4,4,4,4,1,1,1
18545,2,2,5,5,3,3,4,5,1,1,1
18547,2,3,2,1,5,3,5,1,0,2,0
18548,2,3,4,5,5,2,3,2,0,2,0
18549,4,4,5,3,3,3,4,3,1,1,1
18551,1,1,5,4,4,4,4,3,1,1,1
18552,3,2,3,3,2,3,2,3,1,1,0
18553,2,4,5,4,4,2,5,3,0,2,0
18554,1,1,5,5,4,5,4,5,1,1,1
18555,2,2,3,4,4,4,3,3,1,1,1
18556,5,5,3,3,2,2,5,3,1,1,1
18557,3,3,5,4,4,5,5,4,1,1,1
18558,3,3,3,5,3,3,1,5,0,2,0
18559,2,4,3,2,2,2,4,4,1,1,0
18560,1,3,1,5,3,4,1,5,0,0,0
18561,4,4,4,4,4,4,3,5,1,1,1
18562,2,3,4,2,2,2,1,3,0,2,0
18563,3,3,3,4,1,5,3,4,1,2,0
18564,1,5,5,3,3,4,3,5,0,1,0
18565,3,3,3,4,1,2,1,4,0,2,0
18567,5,5,4,3,3,4,5,4,1,1,1
18568,3,1,3,4,4,5,5,4,0,2,0
18569,4,2,1,3,3,4,4,4,1,2,1
18570,3,3,5,5,5,5,4,4,1,1,1
18571,2,3,3,2,2,2,1,3,1,1,0
18572,1,1,5,5,5,5,5,3,1,1,1
18573,2,3,2,2,3,3,5,2,0,2,0
18574,2,2,4,5,3,4,4,4,1,1,1
18576,5,5,4,4,4,4,3,3,1,1,1
18577,4,4,4,4,3,2,5,4,1,1,1
18578,2,4,2,2,4,3,5,2,1,2,1
18579,2,2,2,4,4,3,5,4,0,2,0
18580,2,4,4,3,3,2,1,3,0,2,0
18581,2,1,2,3,4,5,5,3,0,2,0
18582,3,4,3,3,3,2,2,3,1,1,0
18583,2,3,5,5,5,2,5,4,0,1,0
18584,4,1,4,4,1,4,1,4,1,2,1
18585,1,1,4,5,5,5,4,5,1,1,1
18586,2,3,3,5,3,1,4,5,0,0,0
18587,2,1,3,2,4,4,3,2,0,2,0
18588,1,4,1,5,4,2,1,5,1,2,0
18589,3,3,4,5,5,5,3,4,1,1,1
18590,4,4,4,4,2,2,5,4,1,2,1
18592,2,2,5,4,4,4,3,5,1,1,1
18593,2,2,3,5,5,3,3,5,0,2,0
18594,3,3,5,5,2,4,5,5,1,1,1
18595,1,4,1,5,5,4,3,5,0,2,0
18596,3,2,3,3,5,4,5,3,0,2,0
18597,3,3,2,2,3,5,4,2,1,2,0
18598,3,4,3,3,1,5,1,3,0,2,0
18599,5,3,2,4,4,5,1,5,1,1,1
18600,3,4,3,5,4,5,3,5,0,2,0
18603,2,2,5,5,5,1,3,5,1,1,1
18604,3,3,4,5,3,5,2,2,0,2,0
18605,1,5,1,1,3,4,3,1,1,2,0
18606,5,5,2,4,4,4,3,3,1,1,1
18607,3,4,5,1,2,1,5,5,0,2,0
18608,1,5,2,4,4,4,4,4,0,2,0
18609,1,1,4,4,4,4,4,3,1,1,1
18610,1,1,1,1,2,5,1,1,0,2,0
18611,1,1,1,4,4,4,4,4,0,2,0
18612,1,3,1,2,5,4,5,2,0,2,0
18613,3,4,3,2,4,5,4,2,0,2,0
18614,5,5,4,4,4,4,4,3,1,1,1
18615,2,3,2,5,1,5,4,5,0,2,0
18616,5,5,5,3,3,2,4,3,1,1,1
18617,2,2,4,5,5,5,3,3,1,1,1
18618,2,5,2,2,2,2,3,4,1,1,0
18619,4,4,4,5,5,5,4,5,1,1,1
18620,2,3,2,5,4,3,4,5,1,2,0
18621,5,5,4,4,4,4,3,4,1,1,1
18622,3,1,3,4,1,4,3,4,0,2,0
18623,3,1,2,3,4,4,3,3,1,2,0
18624,5,5,5,5,5,5,3,4,1,1,1
18625,4,1,4,4,4,2,3,4,1,2,1
18627,4,1,4,4,3,4,5,4,0,2,1
18628,3,2,4,3,3,3,5,4,0,1,0
18629,4,4,1,4,4,4,1,3,1,1,1
18630,3,3,4,5,5,5,5,4,1,1,1
18632,3,4,3,5,2,2,2,5,1,2,0
18634,3,3,4,4,4,4,3,5,1,1,1
18635,2,3,3,5,4,2,4,5,1,2,0
18637,3,1,3,1,5,4,4,1,0,2,0
18638,5,5,4,4,3,5,3,4,1,1,1
18639,2,4,3,2,2,2,1,2,1,2,0
18640,1,1,1,1,1,5,1,1,1,0,0
18641,3,4,3,4,3,2,4,4,1,0,0
18642,2,2,5,5,5,5,4,5,1,1,1
18643,3,5,3,1,4,2,5,1,0,2,0
18644,2,4,2,5,4,2,3,5,0,2,0
18645,2,2,5,3,3,4,4,5,1,1,1
18646,2,3,2,2,4,4,3,2,0,2,0
18647,5,3,5,3,1,4,2,3,1,2,1
18648,2,2,4,4,4,4,5,3,1,1,1
18649,4,1,4,5,3,1,2,5,1,2,0
18650,3,5,3,3,3,3,1,3,0,2,0
18651,5,5,5,3,3,3,1,5,1,1,1
18652,2,3,2,2,1,1,3,2,1,2,0
18653,1,4,1,3,2,4,3,3,0,2,0
18654,2,2,5,3,3,3,3,5,1,1,1
18655,3,2,3,1,5,2,5,1,0,2,0
18656,2,4,2,5,5,3,4,5,1,1,0
18657,4,3,4,4,4,4,1,3,0,2,0
18658,1,3,1,1,4,4,2,1,1,0,0
18659,1,1,5,4,4,4,4,3,1,1,1
18660,1,1,5,4,4,4,5,5,1,1,1
18661,4,5,4,1,3,3,5,1,0,2,0
18662,1,1,4,5,2,4,4,4,1,1,1
18663,2,2,4,4,4,4,4,5,1,1,1
18664,4,4,4,2,1,3,3,2,1,2,0
18665,3,3,5,5,5,3,5,3,0,2,0
18666,4,4,1,5,5,5,4,5,1,1,1
18667,2,3,2,1,3,1,4,1,0,2,0
18668,3,1,3,4,4,5,4,4,1,2,0
18669,2,4,2,1,3,4,2,1,1,1,0
18670,2,5,1,2,1,1,2,2,1,1,0
18671,3,3,4,4,4,4,5,3,1,1,1
18672,4,3,4,3,5,2,3,3,1,2,1
18673,1,1,4,5,5,5,5,5,1,1,1
18675,4,4,4,3,2,4,3,3,0,2,0
18676,5,1,5,3,4,2,5,3,0,2,1
18677,1,4,1,2,3,5,3,2,0,0,0
18678,2,4,2,1,5,4,3,1,0,2,0
18679,2,1,5,1,1,2,4,3,0,1,0
18680,4,4,4,1,1,4,5,1,0,1,0
18681,3,3,5,5,5,5,3,4,1,1,1
18682,1,4,1,1,4,3,5,1,0,2,0
18683,2,4,4,1,1,2,5,4,0,2,0
18684,3,3,4,4,4,4,3,4,1,1,1
18685,4,4,3,3,4,3,4,3,1,1,1
18686,4,5,4,4,3,1,5,4,0,2,1
18687,3,1,3,5,3,3,1,5,1,2,0
18688,4,1,4,4,4,1,4,4,1,1,0
18689,3,1,3,5,4,4,4,5,1,1,0
18690,4,1,3,4,4,4,1,5,1,0,1
18691,4,4,4,1,5,5,4,1,0,2,0
18692,3,3,4,4,4,5,4,4,1,1,1
18693,3,3,5,5,3,3,3,5,1,1,1
18694,5,5,3,4,4,4,5,4,1,1,1
18695,5,5,4,4,4,4,3,4,1,1,1
18696,2,4,2,2,5,2,4,2,1,1,0
18698,3,3,5,5,5,5,3,4,1,1,1
18700,4,4,4,5,4,2,4,5,1,1,1
18701,1,2,5,3,3,5,5,4,0,0,0
18702,3,3,3,3,4,4,3,3,1,2,0
18703,5,2,5,5,2,2,3,5,1,2,1
18704,4,4,4,5,1,1,3,5,1,2,0
18705,2,2,1,4,4,4,1,1,1,1,0
18706,5,3,5,5,3,5,3,5,1,2,1
18707,1,4,4,3,3,3,3,3,1,1,0
18708,3,4,3,2,2,3,1,1,0,1,0
18709,2,5,2,2,3,3,3,2,1,1,0
18710,3,3,3,4,3,4,5,4,0,2,0
18711,2,2,1,2,3,3,4,2,1,2,0
18712,2,2,4,4,4,3,3,4,1,1,1
18713,4,4,5,5,5,5,4,3,1,1,1
18714,2,4,2,2,3,3,1,2,1,2,0
18715,1,1,5,4,4,4,3,5,1,1,1
18716,2,2,4,4,4,4,4,5,1,1,1
18718,4,3,4,2,4,5,5,2,0,2,1
18719,4,1,4,4,4,4,4,4,0,2,0
18720,3,3,4,3,3,3,1,3,0,0,0
18721,3,2,3,3,3,3,1,1,1,1,0
18722,1,4,1,4,4,1,1,4,1,2,0
18723,5,2,5,5,2,5,1,5,1,2,1
18725,2,4,5,3,3,2,5,4,0,2,0
18726,2,1,3,1,1,2,1,1,1,2,0
18727,2,2,2,2,2,2,3,1,1,1,0
18728,1,3,4,4,2,3,4,4,0,0,0
18729,4,3,4,4,1,3,4,4,0,2,0
18730,3,2,3,3,3,5,4,3,1,1,0
18731,3,1,3,3,5,3,3,3,0,1,0
18732,3,3,4,5,5,5,5,3,1,1,1
18733,4,2,5,2,2,4,4,4,0,2,0
18734,2,2,5,4,4,4,5,5,1,1,1
18735,5,5,1,4,4,4,2,4,1,1,1
18736,1,1,4,5,5,4,4,3,1,1,1
18737,2,3,1,4,4,5,4,4,1,1,0
18739,3,2,5,1,5,2,5,1,0,2,0
18740,5,3,5,5,2,2,1,5,1,2,1
18742,2,3,2,3,4,4,3,3,1,2,0
18743,4,4,4,4,4,4,2,3,1,1,1
18744,3,1,5,4,4,3,3,5,0,1,0
18745,4,4,4,5,5,5,5,3,1,1,1
18747,2,1,2,5,3,2,5,5,0,2,0
18749,2,2,2,2,4,5,5,2,1,1,1
18750,3,5,3,3,4,3,1,3,1,2,0
18751,5,3,5,1,4,3,3,1,1,1,1
18752,2,4,3,3,3,2,4,2,0,2,0
18753,2,3,2,1,4,1,3,1,1,2,0
18755,1,5,1,1,4,2,3,1,1,0,0
18756,1,4,3,1,1,1,4,3,1,2,0
18757,2,2,4,4,4,4,5,5,1,1,1
18758,5,3,5,5,3,3,3,5,1,0,1
18759,4,1,4,4,4,5,1,4,1,0,1
18760,3,4,3,5,1,2,1,5,1,2,0
18761,1,1,4,4,4,4,5,3,1,1,1
18762,2,5,2,4,2,1,3,4,0,2,0
18763,1,1,5,3,3,3,4,3,1,1,1
18764,3,3,3,3,3,4,1,3,1,2,0
18765,2,4,3,2,2,2,2,3,1,1,0
18766,2,3,2,5,4,2,4,5,1,2,0
18767,3,5,4,3,3,4,2,1,1,1,0
18768,1,3,1,3,2,3,4,3,1,2,0
18769,3,3,4,2,2,3,5,4,0,2,0
18770,2,2,5,5,5,5,5,5,1,1,1
18771,3,4,4,3,3,3,3,1,1,1,0
18772,2,2,2,2,1,3,3,2,0,2,0
18773,4,2,4,3,4,5,5,3,1,1,1
18775,4,3,4,3,3,2,4,3,1,2,0
18776,2,4,3,3,3,2,3,3,1,1,0
18777,5,3,5,5,3,2,4,5,1,0,1
18779,3,4,3,3,1,1,1,3,1,0,0
18780,2,2,5,4,4,5,3,3,1,1,1
18781,4,1,4,2,3,5,5,2,0,0,0
18782,3,3,4,3,3,4,1,2,1,1,1
18784,4,1,4,3,3,3,4,4,1,1,0
18785,4,2,4,5,4,3,5,5,1,1,0
18786,4,1,4,4,5,3,3,4,1,2,1
18787,3,3,4,4,3,5,5,4,1,1,1
18788,2,2,4,5,5,5,5,4,1,1,1
18789,4,4,4,4,4,4,3,3,1,1,1
18790,3,4,3,4,4,1,1,4,0,2,0
18792,2,5,2,2,4,2,2,2,1,0,0
18793,4,4,4,4,4,4,3,4,1,1,1
18794,1,5,1,2,4,5,5,2,0,2,0
18795,2,3,4,2,2,2,3,3,1,1,0
18796,3,2,3,1,3,4,2,1,1,1,0
18797,1,2,4,1,1,1,3,3,1,1,0
18798,2,2,4,4,5,1,5,4,1,1,1
18799,2,1,2,4,1,3,1,4,1,0,0
18800,2,2,4,4,5,3,2,4,1,1,1
18801,3,4,4,1,3,2,4,1,0,2,0
18802,1,5,1,4,4,5,4,4,0,2,0
18803,2,2,2,2,4,3,1,2,1,0,0
18804,5,3,2,5,5,5,1,3,0,2,1
18805,1,3,4,2,2,1,2,4,0,2,0
18806,5,5,4,4,4,4,3,4,1,1,1
18807,1,1,3,1,1,1,1,2,1,2,0
18808,4,3,3,3,5,4,5,3,1,1,0
18809,1,3,1,1,2,3,2,1,1,2,0
18810,1,4,1,1,2,3,1,1,0,2,0
18811,2,2,5,4,4,4,4,3,1,1,1
18812,1,3,4,1,1,1,4,1,0,1,0
18813,4,3,4,4,4,2,3,4,0,2,0
18814,2,2,3,2,2,2,1,2,1,1,0
18815,2,3,2,5,4,3,5,5,1,2,0
18816,4,4,4,3,5,5,4,3,1,2,1
18817,4,3,4,2,4,1,4,2,0,2,1
18818,1,1,5,5,5,5,4,4,1,1,1
18819,1,4,1,1,1,4,4,1,1,0,0
18820,2,5,2,2,5,5,5,2,1,2,0
18821,4,4,4,2,3,2,5,2,0,2,1
18822,3,3,3,4,4,4,2,1,1,1,1
18823,1,3,3,1,1,2,2,3,1,1,0
18824,2,3,2,4,5,2,4,4,0,2,0
18825,2,4,2,2,2,1,1,2,1,2,0
18827,2,3,3,3,1,5,1,3,1,2,0
18828,5,5,4,4,4,4,3,5,1,1,1
18829,3,2,4,1,1,3,5,3,0,2,0
18830,3,4,3,5,4,2,2,5,0,2,0
18831,1,1,4,5,3,5,2,5,1,1,1
18832,2,4,1,4,1,4,2,4,1,2,0
18834,2,2,4,4,4,4,1,5,1,1,1
18836,4,1,4,4,5,3,4,4,0,2,0
18837,4,4,4,1,2,3,4,4,1,1,1
18838,3,3,5,5,5,5,5,4,1,1,1
18839,1,1,1,5,5,5,4,3,1,1,1
18840,2,3,2,4,3,3,2,2,1,1,0
18841,1,1,4,3,5,3,4,3,1,1,1
18842,4,2,1,4,4,4,4,4,1,2,0
18843,4,4,4,5,5,5,5,3,1,1,1
18844,3,5,2,3,5,1,1,3,1,0,1
18846,5,5,4,4,5,4,4,4,1,1,1
18847,2,4,2,2,2,1,2,2,1,2,0
18848,3,5,4,3,3,3,4,2,1,2,0
18849,2,5,2,2,4,1,1,2,1,1,0
18850,5,5,4,4,4,4,5,4,1,1,1
18851,4,3,5,3,5,3,5,3,1,1,1
18853,3,3,3,2,2,4,2,2,0,2,0
18854,4,4,4,4,4,5,3,3,1,1,1
18855,1,5,5,2,2,1,4,4,0,0,0
18856,4,4,5,5,5,5,5,4,1,1,1
18857,2,2,1,1,3,2,5,1,1,2,0
18858,3,4,4,5,5,3,4,3,0,2,0
18860,2,4,2,5,5,5,4,5,1,2,0
18861,2,2,4,5,5,5,3,3,1,1,1
18862,4,2,4,4,5,4,5,4,1,1,0
18863,1,5,1,4,3,4,1,1,1,1,0
18864,5,5,5,5,5,5,4,5,1,1,1
18865,1,1,5,3,3,4,5,4,1,1,1
18866,2,1,1,2,3,2,4,2,1,2,0
18867,3,2,3,3,3,3,3,2,1,1,0
18868,1,1,4,5,5,5,5,4,1,1,1
18869,4,4,5,4,4,4,4,3,1,1,1
18870,4,5,4,4,4,4,3,4,1,0,0
18871,3,4,4,3,3,2,4,1,1,1,0
18872,1,1,4,5,5,5,3,3,1,1,1
18874,3,4,3,2,5,5,5,2,0,2,0
18875,3,3,1,5,5,5,4,3,1,1,1
18877,4,4,5,4,4,4,4,3,1,1,1
18878,4,1,4,4,4,4,5,2,1,2,1
18880,2,3,2,4,5,3,3,4,0,2,0
18881,3,4,3,1,4,1,3,1,1,2,0
18883,4,1,4,4,3,2,5,4,1,2,1
18884,2,4,2,2,2,3,4,2,1,1,0
18885,2,2,4,4,5,2,5,4,1,1,1
18886,1,2,1,5,2,1,3,5,0,2,0
18887,5,5,4,5,5,5,5,1,1,2,1
18888,2,3,2,2,3,2,1,2,1,0,1
18889,3,3,3,3,2,3,3,3,1,2,0
18890,3,3,5,5,5,5,4,4,1,1,1
18891,3,2,3,3,3,3,3,4,1,1,0
18892,3,3,4,3,3,3,2,2,1,1,0
18893,4,5,5,4,4,4,5,2,1,0,1
18894,2,2,4,5,5,5,4,5,1,1,1
18895,3,3,3,5,2,1,4,5,0,2,0
18896,1,2,1,1,1,1,1,2,1,1,0
18897,2,1,2,2,2,1,4,3,1,1,0
18898,3,4,3,3,4,1,4,3,0,2,0
18899,1,4,1,4,5,4,3,4,0,2,0
18900,2,5,2,1,2,4,1,1,0,2,0
18901,1,3,5,1,1,1,3,4,0,2,0
18902,3,3,4,4,3,4,5,4,1,1,1
18903,3,3,3,3,3,2,4,3,1,2,0
18904,5,5,5,4,4,4,5,3,1,1,1
18905,2,3,2,2,4,4,4,2,1,2,0
18906,3,3,4,4,2,1,5,4,1,1,1
18907,1,1,4,5,5,5,4,5,1,1,1
18909,2,3,4,3,3,2,4,4,0,2,0
18910,4,1,4,4,4,4,3,4,1,1,0
18911,1,1,5,4,4,4,5,3,1,1,1
18912,4,2,4,4,4,4,2,4,1,1,0
18914,2,3,2,3,3,5,4,3,1,2,0
18915,2,4,2,4,3,4,2,2,1,2,0
18916,3,1,3,3,3,3,3,1,1,1,0
18917,3,4,3,1,3,1,2,1,1,2,0
18918,3,4,3,2,4,2,3,2,1,1,0
18920,3,4,3,5,4,5,1,5,0,2,0
18921,3,4,2,5,1,2,2,5,1,2,0
18922,3,4,3,1,4,5,5,1,0,2,0
18923,2,3,2,5,3,3,3,5,1,2,0
18925,4,2,4,4,1,1,2,4,1,0,1
18926,2,3,2,5,5,3,4,5,0,2,0
18927,5,5,4,5,5,5,3,4,1,1,1
18928,3,4,3,4,5,5,3,4,0,2,0
18929,2,2,5,4,4,5,5,5,1,1,1
18930,2,1,2,4,4,2,5,4,0,2,0
18931,2,2,3,1,5,5,4,1,0,2,0
18932,5,5,5,4,4,4,4,4,1,1,1
18933,4,1,4,5,3,2,5,5,0,2,0
18934,1,1,1,2,4,5,3,2,1,2,0
18935,1,4,1,4,2,1,3,4,0,2,0
18937,2,2,5,5,3,4,3,5,1,1,1
18938,2,3,2,5,2,4,1,5,1,2,0
18939,2,2,4,4,4,4,3,5,1,1,1
18940,1,1,3,1,1,2,5,4,1,1,1
18942,1,1,3,1,1,1,4,4,1,1,0
18943,4,3,4,3,3,3,3,3,1,1,0
18944,5,5,5,5,5,5,4,3,1,1,1
18945,2,3,3,2,2,2,1,1,1,2,0
18946,5,2,5,3,1,2,3,3,0,0,1
18947,3,4,3,2,4,3,3,2,0,2,0
18948,3,4,3,1,2,1,4,1,0,2,0
18949,5,5,5,4,4,4,5,4,1,1,1
18950,4,2,4,5,1,1,2,5,0,2,0
18951,2,2,5,5,5,4,5,4,1,1,1
18952,2,3,2,5,5,5,4,5,1,1,0
18953,5,5,2,4,4,4,1,1,1,1,1
18954,5,5,4,4,3,5,4,4,1,1,1
18955,2,5,3,2,2,2,1,3,1,2,0
18956,4,5,3,4,4,4,3,3,1,1,0
18957,2,2,4,4,4,4,5,4,1,1,1
18958,3,2,3,3,3,5,2,3,1,1,0
18959,3,4,3,3,3,3,3,3,1,1,0
18960,3,5,3,5,5,4,4,5,1,1,0
18962,3,5,3,3,1,4,3,3,1,0,0
18964,2,1,2,4,3,4,3,4,0,2,0
18965,3,4,3,5,2,1,4,5,0,2,0
18966,4,4,1,5,5,5,4,4,1,1,1
18968,3,3,5,2,2,2,3,5,1,1,1
18969,3,3,3,3,3,3,3,4,1,1,0
18970,2,2,4,4,4,4,4,5,1,1,1
18971,4,5,4,4,3,3,4,4,1,2,0
18972,3,2,3,4,1,1,4,4,0,2,0
18974,2,4,2,3,2,2,4,3,0,2,0
18975,4,4,4,3,3,4,3,5,1,1,1
18976,4,4,4,5,4,4,4,5,0,1,0
18977,3,3,4,4,3,3,4,4,1,1,1
18978,2,3,2,5,5,4,1,5,1,2,0
18979,1,3,1,1,1,1,3,1,1,2,0
18980,4,3,4,4,4,4,3,4,1,2,0
18981,3,3,3,3,3,3,3,3,1,1,0
18982,3,1,3,3,2,4,2,3,0,2,0
18983,2,2,5,5,5,5,4,3,1,1,1
18984,2,3,2,1,4,2,1,1,1,2,0
18985,5,2,3,5,5,4,3,2,1,1,0
18986,4,4,4,4,4,5,3,4,1,0,0
18988,5,5,5,2,3,3,4,2,0,2,1
18989,1,2,3,1,1,1,2,1,1,1,0
18990,2,4,2,4,5,5,5,4,0,2,0
18991,3,3,5,5,2,4,2,5,1,1,1
18992,3,4,4,4,4,3,5,3,0,2,0
18993,3,4,4,2,1,3,1,2,0,2,0
18994,5,4,5,5,5,1,1,5,1,2,1
18995,2,5,2,2,2,3,4,2,1,0,1
18996,3,3,5,5,5,5,3,4,1,1,1
18997,1,1,5,5,5,5,4,3,1,1,1
18998,2,4,2,5,4,1,2,5,1,2,0
19000,2,1,2,2,5,3,2,2,1,1,0
19001,3,1,4,4,4,3,3,5,0,2,0
19002,1,5,5,2,2,1,3,5,0,2,0
19003,2,3,2,2,1,3,4,2,1,1,0
19004,2,2,5,5,5,5,5,3,1,1,1
19005,2,2,5,5,5,5,4,5,1,1,1
19006,2,2,5,5,5,5,3,3,1,1,1
19007,2,4,2,5,2,3,4,5,1,2,0
19008,2,2,5,4,4,5,3,4,1,1,1
19009,5,5,4,4,4,4,4,3,1,1,1
19012,2,2,2,3,5,5,4,3,0,2,0
19013,3,3,2,4,5,5,5,4,0,2,0
19014,2,1,4,2,2,2,4,4,1,1,0
19015,4,2,4,4,3,2,4,4,1,2,0
19016,3,1,3,3,2,2,3,3,1,2,0
19017,2,2,2,1,4,4,4,1,0,2,0
19018,2,4,3,4,4,2,4,5,0,2,0
19019,4,1,4,4,1,2,4,4,1,0,1
19020,4,1,4,4,2,3,4,4,1,2,1
19022,2,2,4,4,4,2,5,4,1,1,1
19023,1,1,5,5,5,5,5,5,1,1,1
19024,3,1,4,2,2,3,4,4,0,2,0
19025,1,3,5,5,5,1,3,3,0,2,0
19026,1,4,1,3,3,1,2,3,0,2,0
19028,4,3,4,5,4,5,3,5,1,2,0
19029,5,5,4,4,4,4,5,4,1,1,1
19030,5,5,5,5,1,2,1,5,1,2,1
19031,4,3,4,2,4,4,4,2,1,1,0
19032,2,2,2,1,3,1,3,1,0,2,0
19033,4,3,4,4,3,4,5,4,1,2,1
19034,3,3,5,5,5,5,4,5,1,1,1
19035,3,3,5,5,5,5,5,5,1,1,1
19036,2,4,2,2,4,1,1,2,1,2,0
19037,3,3,4,3,3,3,1,2,1,2,0
19038,3,3,3,3,3,5,1,3,1,0,0
19039,5,5,4,5,5,5,3,5,1,1,1
19040,1,1,1,1,4,3,3,1,1,2,0
19041,3,3,5,4,4,4,5,3,1,1,1
19042,2,3,2,4,4,3,1,4,1,1,0
19043,4,1,4,1,1,1,4,4,1,1,0
19044,4,2,4,2,3,2,4,2,0,2,1
19045,4,3,5,1,1,4,4,3,0,2,0
19046,3,3,5,4,4,4,2,3,1,1,1
19047,1,1,4,4,4,5,3,3,1,1,1
19048,4,2,2,4,4,4,4,2,1,2,1
19049,2,3,4,1,1,2,4,4,0,2,0
19050,5,2,2,5,5,5,5,1,1,2,1
19051,3,3,3,5,5,4,2,5,1,1,1
19052,4,4,5,5,5,5,3,3,1,1,1
19053,3,1,3,3,2,4,1,3,1,0,0
19054,2,3,2,4,4,3,4,4,0,2,0
19055,3,1,3,3,2,4,1,3,0,2,0
19056,3,3,3,2,4,2,3,2,0,2,0
19057,4,5,4,4,4,4,4,4,1,2,0
19058,1,2,1,4,3,5,5,4,0,0,0
19059,4,1,5,3,5,5,4,4,0,2,0
19060,3,3,3,2,1,4,4,2,1,2,0
19062,3,3,4,4,4,4,5,3,1,1,1
19064,3,4,4,3,3,2,5,3,1,2,1
19065,3,1,3,5,3,3,2,5,1,2,0
19066,3,5,3,3,4,5,5,3,0,2,0
19067,2,1,2,4,1,5,1,4,1,2,0
19068,1,5,1,3,4,5,1,3,0,2,0
19069,1,4,4,5,5,1,4,1,0,2,0
19070,2,3,2,2,3,5,2,2,0,2,0
19071,4,4,5,4,4,4,5,5,1,1,1
19072,1,3,2,3,4,5,3,3,1,1,0
19073,5,3,5,3,5,1,1,3,1,2,1
19074,3,2,3,3,4,1,1,3,0,2,0
19075,2,4,3,5,5,2,1,2,0,2,0
19076,5,3,5,5,3,1,1,5,1,2,1
19077,3,3,4,3,3,3,3,4,0,2,0
19078,3,3,3,4,1,5,3,4,0,2,0
19079,4,4,3,5,5,5,5,2,1,1,1
19080,2,2,3,2,2,2,3,1,1,2,0
19081,3,3,4,5,5,5,4,5,1,1,1
